NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS,FREQUENTLY/ALWAYS
0.174,0.17,0.212,0.297,0.75,0.905
0.174,0.171,0.212,0.297,0.75,0.905
0.174,0.171,0.212,0.297,0.75,0.905
0.174,0.171,0.212,0.297,0.75,0.906
0.174,0.171,0.212,0.297,0.751,0.906
0.175,0.171,0.212,0.298,0.751,0.906
0.175,0.171,0.212,0.298,0.751,0.906
0.175,0.172,0.213,0.298,0.751,0.906
0.175,0.172,0.213,0.298,0.751,0.906
0.175,0.173,0.213,0.299,0.751,0.907
0.175,0.173,0.213,0.299,0.753,0.907
0.175,0.173,0.213,0.299,0.753,0.907
0.176,0.173,0.213,0.3,0.753,0.907
0.176,0.173,0.213,0.3,0.753,0.908
0.176,0.173,0.213,0.3,0.754,0.908
0.176,0.174,0.214,0.3,0.754,0.908
0.177,0.174,0.214,0.3,0.754,0.908
0.177,0.174,0.214,0.3,0.754,0.908
0.177,0.174,0.214,0.3,0.755,0.908
0.178,0.174,0.214,0.3,0.755,0.908
0.178,0.175,0.215,0.301,0.756,0.908
0.178,0.175,0.215,0.301,0.756,0.909
0.179,0.175,0.215,0.301,0.756,0.909
0.179,0.175,0.215,0.301,0.756,0.909
0.179,0.175,0.215,0.301,0.756,0.909
0.179,0.175,0.215,0.301,0.757,0.909
0.179,0.175,0.215,0.301,0.757,0.909
0.179,0.175,0.216,0.302,0.757,0.909
0.18,0.176,0.216,0.302,0.758,0.909
0.18,0.176,0.216,0.302,0.758,0.91
0.18,0.176,0.216,0.302,0.759,0.91
0.18,0.176,0.217,0.302,0.759,0.91
0.18,0.176,0.217,0.302,0.759,0.91
0.18,0.177,0.217,0.302,0.759,0.91
0.18,0.177,0.217,0.302,0.76,0.91
0.181,0.177,0.218,0.303,0.76,0.911
0.181,0.177,0.218,0.304,0.76,0.911
0.181,0.177,0.218,0.305,0.76,0.911
0.182,0.177,0.218,0.305,0.761,0.911
0.182,0.177,0.218,0.305,0.761,0.911
0.182,0.177,0.218,0.306,0.761,0.911
0.182,0.177,0.219,0.306,0.761,0.911
0.182,0.178,0.219,0.306,0.761,0.911
0.182,0.178,0.219,0.306,0.761,0.912
0.183,0.178,0.219,0.306,0.762,0.912
0.183,0.178,0.22,0.306,0.762,0.912
0.183,0.178,0.22,0.306,0.762,0.912
0.183,0.179,0.22,0.307,0.762,0.912
0.183,0.179,0.22,0.307,0.762,0.912
0.183,0.179,0.22,0.307,0.762,0.913
0.183,0.179,0.221,0.307,0.762,0.913
0.184,0.179,0.221,0.307,0.763,0.913
0.184,0.18,0.221,0.307,0.763,0.913
0.184,0.18,0.221,0.307,0.763,0.913
0.184,0.181,0.221,0.307,0.763,0.913
0.185,0.181,0.221,0.307,0.764,0.913
0.185,0.181,0.221,0.308,0.764,0.913
0.185,0.181,0.222,0.308,0.764,0.913
0.185,0.181,0.222,0.308,0.765,0.914
0.185,0.182,0.223,0.308,0.765,0.914
0.185,0.182,0.223,0.308,0.765,0.914
0.186,0.182,0.223,0.308,0.765,0.914
0.186,0.182,0.223,0.309,0.766,0.914
0.186,0.182,0.224,0.309,0.766,0.914
0.186,0.182,0.224,0.309,0.766,0.915
0.186,0.183,0.224,0.31,0.766,0.915
0.186,0.183,0.225,0.31,0.766,0.915
0.187,0.183,0.225,0.31,0.766,0.915
0.187,0.183,0.225,0.31,0.767,0.915
0.187,0.183,0.226,0.31,0.767,0.915
0.187,0.183,0.226,0.31,0.767,0.916
0.187,0.183,0.226,0.31,0.768,0.916
0.187,0.183,0.226,0.31,0.768,0.916
0.187,0.184,0.226,0.31,0.769,0.916
0.188,0.185,0.227,0.311,0.769,0.916
0.188,0.185,0.227,0.311,0.77,0.916
0.188,0.185,0.227,0.311,0.77,0.916
0.188,0.185,0.228,0.311,0.77,0.916
0.188,0.186,0.228,0.312,0.77,0.916
0.188,0.186,0.228,0.312,0.771,0.917
0.188,0.187,0.228,0.313,0.771,0.917
0.189,0.187,0.229,0.314,0.772,0.917
0.189,0.187,0.229,0.314,0.772,0.917
0.189,0.187,0.229,0.314,0.772,0.917
0.189,0.187,0.229,0.314,0.772,0.917
0.189,0.188,0.23,0.314,0.772,0.918
0.189,0.188,0.23,0.315,0.773,0.918
0.189,0.189,0.23,0.316,0.773,0.918
0.19,0.189,0.23,0.316,0.774,0.918
0.19,0.189,0.23,0.318,0.774,0.919
0.191,0.189,0.231,0.318,0.777,0.919
0.191,0.189,0.231,0.318,0.777,0.919
0.191,0.19,0.231,0.318,0.777,0.919
0.192,0.19,0.231,0.318,0.777,0.919
0.193,0.19,0.232,0.319,0.778,0.919
0.193,0.19,0.232,0.319,0.779,0.919
0.193,0.19,0.232,0.319,0.779,0.919
0.193,0.191,0.232,0.319,0.779,0.92
0.193,0.191,0.233,0.32,0.779,0.92
0.195,0.191,0.233,0.32,0.779,0.92
0.195,0.192,0.233,0.321,0.78,0.92
0.195,0.192,0.233,0.321,0.78,0.921
0.195,0.193,0.233,0.323,0.781,0.921
0.196,0.193,0.234,0.323,0.782,0.921
0.196,0.193,0.234,0.323,0.782,0.921
0.196,0.193,0.234,0.324,0.784,0.921
0.196,0.194,0.235,0.324,0.784,0.921
0.197,0.194,0.235,0.325,0.784,0.921
0.197,0.194,0.235,0.325,0.784,0.921
0.197,0.195,0.235,0.325,0.785,0.921
0.197,0.196,0.235,0.326,0.785,0.922
0.197,0.196,0.236,0.326,0.785,0.922
0.198,0.196,0.236,0.327,0.785,0.922
0.198,0.197,0.236,0.327,0.786,0.923
0.199,0.197,0.236,0.327,0.786,0.923
0.199,0.197,0.236,0.327,0.786,0.923
0.2,0.197,0.237,0.327,0.786,0.923
0.2,0.198,0.237,0.327,0.786,0.924
0.2,0.198,0.237,0.328,0.786,0.924
0.201,0.199,0.237,0.328,0.786,0.924
0.201,0.199,0.237,0.328,0.788,0.924
0.201,0.199,0.237,0.328,0.788,0.924
0.201,0.2,0.238,0.328,0.788,0.924
0.202,0.2,0.239,0.329,0.788,0.924
0.202,0.201,0.239,0.329,0.788,0.925
0.202,0.201,0.24,0.329,0.788,0.925
0.203,0.202,0.241,0.33,0.789,0.925
0.203,0.202,0.241,0.33,0.789,0.925
0.203,0.202,0.241,0.33,0.791,0.925
0.204,0.203,0.241,0.331,0.791,0.926
0.204,0.203,0.242,0.331,0.791,0.926
0.205,0.204,0.242,0.332,0.792,0.926
0.205,0.204,0.243,0.332,0.792,0.926
0.205,0.204,0.243,0.333,0.793,0.927
0.206,0.204,0.243,0.333,0.794,0.927
0.206,0.205,0.244,0.333,0.794,0.927
0.206,0.205,0.244,0.333,0.795,0.928
0.206,0.205,0.244,0.334,0.795,0.929
0.206,0.205,0.245,0.334,0.795,0.93
0.207,0.205,0.245,0.336,0.795,0.93
0.207,0.206,0.246,0.336,0.797,0.93
0.208,0.206,0.246,0.336,0.797,0.93
0.208,0.206,0.246,0.336,0.798,0.931
0.209,0.206,0.246,0.336,0.798,0.931
0.209,0.207,0.247,0.336,0.798,0.931
0.211,0.207,0.247,0.337,0.799,0.932
0.211,0.207,0.247,0.337,0.8,0.933
0.211,0.208,0.247,0.337,0.8,0.933
0.211,0.208,0.248,0.337,0.801,0.933
0.212,0.208,0.248,0.338,0.802,0.933
0.212,0.208,0.248,0.338,0.802,0.933
0.214,0.21,0.248,0.338,0.802,0.933
0.214,0.21,0.248,0.339,0.803,0.934
0.215,0.211,0.248,0.34,0.803,0.934
0.215,0.211,0.249,0.34,0.803,0.934
0.215,0.212,0.249,0.341,0.803,0.935
0.216,0.212,0.249,0.341,0.803,0.935
0.216,0.213,0.249,0.342,0.804,0.935
0.216,0.214,0.25,0.342,0.804,0.936
0.217,0.215,0.251,0.342,0.804,0.936
0.217,0.216,0.251,0.344,0.804,0.936
0.218,0.216,0.252,0.345,0.805,0.936
0.218,0.216,0.253,0.346,0.805,0.937
0.218,0.217,0.253,0.346,0.806,0.937
0.219,0.219,0.254,0.347,0.806,0.938
0.219,0.219,0.254,0.347,0.807,0.938
0.223,0.219,0.256,0.347,0.807,0.939
0.223,0.219,0.256,0.347,0.807,0.939
0.224,0.219,0.256,0.347,0.81,0.939
0.224,0.22,0.256,0.348,0.81,0.939
0.224,0.22,0.256,0.348,0.81,0.939
0.224,0.22,0.257,0.348,0.811,0.94
0.229,0.221,0.257,0.349,0.812,0.94
0.23,0.222,0.258,0.349,0.812,0.941
0.23,0.222,0.258,0.349,0.812,0.941
0.231,0.223,0.258,0.354,0.812,0.942
0.232,0.223,0.259,0.354,0.812,0.943
0.233,0.226,0.259,0.355,0.813,0.943
0.233,0.228,0.259,0.356,0.814,0.943
0.233,0.228,0.26,0.358,0.815,0.944
0.234,0.228,0.26,0.36,0.817,0.944
0.238,0.23,0.262,0.362,0.817,0.945
0.239,0.23,0.262,0.363,0.818,0.946
0.239,0.232,0.263,0.363,0.819,0.946
0.24,0.232,0.263,0.364,0.82,0.946
0.241,0.232,0.263,0.366,0.82,0.946
0.241,0.232,0.264,0.366,0.82,0.946
0.241,0.233,0.264,0.367,0.822,0.946
0.241,0.233,0.264,0.368,0.822,0.947
0.241,0.233,0.265,0.368,0.822,0.947
0.242,0.235,0.266,0.369,0.822,0.947
0.243,0.235,0.266,0.369,0.824,0.948
0.244,0.24,0.267,0.37,0.825,0.948
0.245,0.241,0.267,0.37,0.825,0.948
0.247,0.243,0.268,0.374,0.826,0.949
0.248,0.244,0.269,0.374,0.826,0.949
0.248,0.244,0.269,0.375,0.827,0.949
0.248,0.246,0.271,0.375,0.827,0.949
0.249,0.248,0.271,0.377,0.828,0.949
0.249,0.249,0.274,0.378,0.828,0.95
0.249,0.249,0.275,0.378,0.831,0.95
0.251,0.25,0.277,0.38,0.832,0.951
0.251,0.25,0.278,0.381,0.832,0.952
0.252,0.251,0.278,0.381,0.833,0.952
0.253,0.254,0.28,0.381,0.833,0.952
0.253,0.256,0.28,0.382,0.834,0.953
0.254,0.257,0.28,0.382,0.835,0.953
0.256,0.259,0.281,0.383,0.835,0.953
0.256,0.261,0.283,0.386,0.836,0.954
0.256,0.261,0.285,0.388,0.836,0.954
0.256,0.265,0.286,0.389,0.837,0.955
0.259,0.268,0.286,0.391,0.838,0.956
0.261,0.268,0.287,0.391,0.839,0.956
0.263,0.269,0.288,0.392,0.839,0.957
0.265,0.27,0.289,0.392,0.839,0.957
0.265,0.27,0.29,0.394,0.841,0.958
0.266,0.27,0.29,0.396,0.842,0.958
0.269,0.271,0.292,0.398,0.843,0.959
0.27,0.271,0.293,0.399,0.843,0.959
0.275,0.272,0.293,0.403,0.844,0.961
0.276,0.274,0.294,0.403,0.848,0.962
0.28,0.274,0.294,0.404,0.849,0.963
0.284,0.278,0.295,0.408,0.849,0.963
0.285,0.278,0.299,0.41,0.85,0.964
0.287,0.278,0.302,0.412,0.852,0.966
0.289,0.279,0.303,0.419,0.854,0.968
0.297,0.28,0.31,0.421,0.855,0.968
0.301,0.282,0.311,0.425,0.856,0.97
0.303,0.284,0.314,0.429,0.857,0.97
0.309,0.285,0.316,0.435,0.861,0.97
0.312,0.295,0.318,0.444,0.864,0.97
0.312,0.296,0.324,0.45,0.865,0.971
0.313,0.299,0.328,0.469,0.872,0.971
0.325,0.318,0.328,0.474,0.877,0.978
0.335,0.323,0.355,0.483,0.88,0.981
0.341,0.329,0.363,0.521,0.88,0.985
0.419,0.365,0.413,0.544,0.884,0.986
0.432,0.384,0.422,0.549,0.889,0.992
